Date,MealPeriod,CheckTotal,RevenueCenterName
2023-04-18 00:00:00,Dinner,215,RevenueCenter_3
2023-04-18 00:00:00,Dinner,260,RevenueCenter_3
2023-04-18 00:00:00,Dinner,192,RevenueCenter_3
2023-04-18 00:00:00,Dinner,140,RevenueCenter_3
2023-04-18 00:00:00,Lunch,228.5,RevenueCenter_3
2023-04-18 00:00:00,Dinner,150,RevenueCenter_3
2023-04-18 00:00:00,Dinner,73.5,RevenueCenter_3
2023-04-18 00:00:00,Dinner,144,RevenueCenter_3
2023-04-18 00:00:00,Dinner,0,RevenueCenter_3
2023-04-18 00:00:00,Lunch,110,RevenueCenter_3
2023-04-18 00:00:00,Dinner,135,RevenueCenter_3
2023-04-18 00:00:00,Lunch,345,RevenueCenter_3
2023-04-18 00:00:00,Lunch,105,RevenueCenter_3
2023-04-18 00:00:00,BreakFast,0,RevenueCenter_4
2023-04-18 00:00:00,Dinner,0,RevenueCenter_4
2023-04-18 00:00:00,Dinner,0,RevenueCenter_4
2023-04-18 00:00:00,Dinner,95,RevenueCenter_5
2023-04-18 00:00:00,Dinner,57,RevenueCenter_5
2023-04-18 00:00:00,Dinner,215,RevenueCenter_5
2023-04-18 00:00:00,Dinner,186.2,RevenueCenter_5
2023-04-18 00:00:00,Dinner,95,RevenueCenter_5
2023-04-18 00:00:00,Dinner,368.6,RevenueCenter_5
2023-04-18 00:00:00,Dinner,0,RevenueCenter_5
2023-04-18 00:00:00,Dinner,57,RevenueCenter_5
2023-04-18 00:00:00,Dinner,250,RevenueCenter_5
2023-04-18 00:00:00,Dinner,95,RevenueCenter_5
2023-04-18 00:00:00,Dinner,186.2,RevenueCenter_5
2023-04-18 00:00:00,Dinner,57,RevenueCenter_5
2023-04-18 00:00:00,Dinner,186.2,RevenueCenter_5
2023-04-18 00:00:00,Dinner,95,RevenueCenter_5
2023-04-18 00:00:00,Lunch,0,RevenueCenter_5
2023-04-18 00:00:00,BreakFast,0,RevenueCenter_5
2023-04-18 00:00:00,BreakFast,0,RevenueCenter_5
2023-04-18 00:00:00,BreakFast,0,RevenueCenter_5
2023-04-18 00:00:00,BreakFast,75,RevenueCenter_5
2023-04-18 00:00:00,BreakFast,100,RevenueCenter_5
2023-04-18 00:00:00,Lunch,0,RevenueCenter_5
2023-04-18 00:00:00,Lunch,0,RevenueCenter_5
2023-04-18 00:00:00,BreakFast,0,RevenueCenter_5
2023-04-18 00:00:00,BreakFast,0,RevenueCenter_5
2023-04-18 00:00:00,Dinner,300,RevenueCenter_5
2023-04-18 00:00:00,Dinner,775,RevenueCenter_5
2023-04-18 00:00:00,Dinner,3052,RevenueCenter_5
2023-04-18 00:00:00,Dinner,4250,RevenueCenter_5
2023-04-18 00:00:00,Dinner,3451,RevenueCenter_5
2023-04-18 00:00:00,Dinner,150,RevenueCenter_5
2023-04-18 00:00:00,Dinner,0,RevenueCenter_5
2023-04-18 00:00:00,Dinner,0,RevenueCenter_5
2023-04-18 00:00:00,Dinner,0,RevenueCenter_5
2023-04-18 00:00:00,Dinner,129,RevenueCenter_5
2023-04-18 00:00:00,Dinner,225,RevenueCenter_5
2023-04-18 00:00:00,Dinner,238,RevenueCenter_5
2023-04-18 00:00:00,Dinner,476,RevenueCenter_5
2023-04-18 00:00:00,Dinner,1000,RevenueCenter_5
2023-04-18 00:00:00,Dinner,0,RevenueCenter_5
2023-04-18 00:00:00,Dinner,500,RevenueCenter_5
2023-04-18 00:00:00,Dinner,129,RevenueCenter_5
2023-04-18 00:00:00,Dinner,129,RevenueCenter_5
2023-04-18 00:00:00,Dinner,654,RevenueCenter_5
2023-04-18 00:00:00,BreakFast,7813,RevenueCenter_5
2023-04-18 00:00:00,BreakFast,0,RevenueCenter_5
2023-04-18 00:00:00,BreakFast,0,RevenueCenter_5
2023-04-18 00:00:00,Dinner,50,RevenueCenter_5
2023-04-18 00:00:00,Dinner,129,RevenueCenter_5
2023-04-18 00:00:00,Dinner,750,RevenueCenter_5
2023-04-18 00:00:00,Dinner,0,RevenueCenter_5
2023-04-18 00:00:00,Dinner,119,RevenueCenter_5
2023-04-18 00:00:00,Dinner,845,RevenueCenter_5
2023-04-18 00:00:00,Dinner,40,RevenueCenter_5
2023-04-18 00:00:00,Dinner,40,RevenueCenter_5
2023-04-18 00:00:00,Dinner,0,RevenueCenter_5
2023-04-18 00:00:00,Dinner,839,RevenueCenter_5
2023-04-18 00:00:00,Dinner,1309,RevenueCenter_5
2023-04-18 00:00:00,Dinner,40,RevenueCenter_5
2023-04-18 00:00:00,Dinner,180,RevenueCenter_5
2023-04-18 00:00:00,Dinner,40,RevenueCenter_5
2023-04-18 00:00:00,Dinner,625,RevenueCenter_5
2023-04-18 00:00:00,Dinner,500,RevenueCenter_5
2023-04-18 00:00:00,Dinner,325,RevenueCenter_5
2023-04-18 00:00:00,Dinner,0,RevenueCenter_5
2023-04-18 00:00:00,Dinner,0,RevenueCenter_5
2023-04-18 00:00:00,Dinner,150,RevenueCenter_5
2023-04-18 00:00:00,Dinner,40,RevenueCenter_5
2023-01-23 00:00:00,BreakFast,50,RevenueCenter_1
2023-01-23 00:00:00,Lunch,61.5,RevenueCenter_1
2023-01-23 00:00:00,Dinner,200,RevenueCenter_1
2023-01-23 00:00:00,Dinner,147,RevenueCenter_1
2023-01-23 00:00:00,Dinner,195,RevenueCenter_1
2023-01-23 00:00:00,Dinner,80,RevenueCenter_1
2023-01-23 00:00:00,BreakFast,0,RevenueCenter_4
2023-01-23 00:00:00,Dinner,173,RevenueCenter_1
2023-01-23 00:00:00,Dinner,81,RevenueCenter_2
2023-01-23 00:00:00,Dinner,0,RevenueCenter_2
2023-01-23 00:00:00,Dinner,65,RevenueCenter_2
2023-01-23 00:00:00,Dinner,35,RevenueCenter_2
2023-01-23 00:00:00,Lunch,60,RevenueCenter_2
2023-01-23 00:00:00,Lunch,70,RevenueCenter_2
2023-01-23 00:00:00,BreakFast,50,RevenueCenter_2
2023-01-23 00:00:00,BreakFast,0,RevenueCenter_2
2023-01-23 00:00:00,Dinner,70,RevenueCenter_2
2023-01-23 00:00:00,BreakFast,95,RevenueCenter_2
2023-01-23 00:00:00,BreakFast,8,RevenueCenter_2
2023-01-23 00:00:00,BreakFast,102,RevenueCenter_2
2023-01-23 00:00:00,BreakFast,30,RevenueCenter_2
2023-01-23 00:00:00,Dinner,434,RevenueCenter_3
2023-01-23 00:00:00,Dinner,70,RevenueCenter_3
2023-01-23 00:00:00,Dinner,0,RevenueCenter_3
2023-01-23 00:00:00,Dinner,177,RevenueCenter_3
2023-01-23 00:00:00,Dinner,35,RevenueCenter_3
2023-01-23 00:00:00,Dinner,375,RevenueCenter_3
2023-01-23 00:00:00,Dinner,259,RevenueCenter_3
2023-01-23 00:00:00,Dinner,0,RevenueCenter_3
2023-01-23 00:00:00,Dinner,0,RevenueCenter_3
2023-01-23 00:00:00,Dinner,280,RevenueCenter_3
2023-01-23 00:00:00,Dinner,105,RevenueCenter_3
2023-01-23 00:00:00,Dinner,140,RevenueCenter_3
2023-01-23 00:00:00,Dinner,316,RevenueCenter_3
2023-01-23 00:00:00,Dinner,360,RevenueCenter_3
2023-01-23 00:00:00,Dinner,48,RevenueCenter_3
2023-01-23 00:00:00,Dinner,0,RevenueCenter_3
2023-01-23 00:00:00,BreakFast,30,RevenueCenter_6
2023-01-23 00:00:00,Lunch,80,RevenueCenter_6
2023-01-23 00:00:00,BreakFast,16,RevenueCenter_6
2023-01-23 00:00:00,Dinner,73.5,RevenueCenter_3
2023-01-23 00:00:00,Dinner,0,RevenueCenter_3
2023-01-23 00:00:00,Lunch,425,RevenueCenter_3
2023-01-23 00:00:00,Dinner,20,RevenueCenter_3
2023-01-23 00:00:00,Lunch,53,RevenueCenter_3
2023-01-23 00:00:00,Lunch,60,RevenueCenter_3
2023-01-23 00:00:00,Lunch,105,RevenueCenter_3
2023-01-23 00:00:00,Lunch,59,RevenueCenter_3
2023-01-23 00:00:00,Lunch,105,RevenueCenter_3
2023-01-23 00:00:00,Dinner,145,RevenueCenter_3
2023-01-23 00:00:00,Lunch,0,RevenueCenter_3
2023-01-23 00:00:00,Dinner,35,RevenueCenter_3
2023-01-23 00:00:00,Lunch,1800,RevenueCenter_3
2023-01-23 00:00:00,Dinner,440,RevenueCenter_3
2023-01-23 00:00:00,Lunch,249,RevenueCenter_3
2023-01-23 00:00:00,Dinner,119,RevenueCenter_3
2023-01-23 00:00:00,Dinner,70,RevenueCenter_3
2023-01-23 00:00:00,Dinner,282,RevenueCenter_3
2023-01-23 00:00:00,Lunch,10,RevenueCenter_3
2023-01-23 00:00:00,Lunch,5,RevenueCenter_3
2023-01-23 00:00:00,Dinner,250,RevenueCenter_3
2023-01-23 00:00:00,BreakFast,500,RevenueCenter_3
2023-01-23 00:00:00,Dinner,280,RevenueCenter_3
2023-01-23 00:00:00,Dinner,110,RevenueCenter_3
2023-01-23 00:00:00,Dinner,100,RevenueCenter_3
2023-01-23 00:00:00,Dinner,130,RevenueCenter_5
2023-01-23 00:00:00,Dinner,282,RevenueCenter_5
2023-01-23 00:00:00,Dinner,0,RevenueCenter_5
2023-01-23 00:00:00,Dinner,40,RevenueCenter_5
2023-01-23 00:00:00,Dinner,115,RevenueCenter_5
2023-01-23 00:00:00,Dinner,30,RevenueCenter_5
2023-01-23 00:00:00,Dinner,40,RevenueCenter_5
2023-01-23 00:00:00,Dinner,40,RevenueCenter_5
2023-01-23 00:00:00,Dinner,30,RevenueCenter_5
2023-01-23 00:00:00,Dinner,40,RevenueCenter_5
2023-01-23 00:00:00,Lunch,40,RevenueCenter_5
2023-01-23 00:00:00,Dinner,260,RevenueCenter_5
2023-01-23 00:00:00,Dinner,130,RevenueCenter_5
2023-01-23 00:00:00,Dinner,40,RevenueCenter_5
2023-01-23 00:00:00,BreakFast,130,RevenueCenter_5
2023-01-23 00:00:00,Lunch,0,RevenueCenter_5
2023-01-23 00:00:00,Lunch,0,RevenueCenter_5
2023-01-23 00:00:00,Lunch,75,RevenueCenter_5
2023-01-23 00:00:00,Lunch,390,RevenueCenter_5
2023-01-23 00:00:00,BreakFast,15515,RevenueCenter_5
2023-01-23 00:00:00,BreakFast,130,RevenueCenter_5
2023-01-23 00:00:00,BreakFast,0,RevenueCenter_5
2023-01-23 00:00:00,Lunch,0,RevenueCenter_5
2023-01-23 00:00:00,Lunch,0,RevenueCenter_5
2023-01-23 00:00:00,Lunch,0,RevenueCenter_5
2023-01-23 00:00:00,Lunch,0,RevenueCenter_5
2023-01-23 00:00:00,Lunch,0,RevenueCenter_5
2023-01-23 00:00:00,Lunch,75,RevenueCenter_5
2023-01-23 00:00:00,Lunch,0,RevenueCenter_5
2023-01-23 00:00:00,Lunch,0,RevenueCenter_5
2023-01-23 00:00:00,Lunch,260,RevenueCenter_5
2023-01-23 00:00:00,Dinner,0,RevenueCenter_4
2023-01-23 00:00:00,Dinner,0,RevenueCenter_4
2023-01-23 00:00:00,Lunch,0,RevenueCenter_4
2023-01-23 00:00:00,Dinner,53,RevenueCenter_3
2023-01-23 00:00:00,Dinner,40,RevenueCenter_3
2023-01-23 00:00:00,Dinner,0,RevenueCenter_3
2023-01-23 00:00:00,Dinner,6,RevenueCenter_3
2023-01-23 00:00:00,Dinner,181,RevenueCenter_3
2023-01-23 00:00:00,Dinner,105,RevenueCenter_3
2023-01-23 00:00:00,Dinner,0,RevenueCenter_3
2023-01-23 00:00:00,Dinner,0,RevenueCenter_3
2023-01-23 00:00:00,Dinner,20,RevenueCenter_3
2023-01-23 00:00:00,Dinner,40,RevenueCenter_3
2023-01-23 00:00:00,Dinner,324,RevenueCenter_3
2023-01-23 00:00:00,Dinner,40,RevenueCenter_3
2023-01-23 00:00:00,Dinner,88.5,RevenueCenter_3
2023-01-23 00:00:00,Dinner,40,RevenueCenter_3
2023-01-23 00:00:00,Dinner,0,RevenueCenter_3
2023-01-23 00:00:00,Dinner,583,RevenueCenter_3
2023-01-23 00:00:00,Dinner,0.25,RevenueCenter_3
2023-01-23 00:00:00,Dinner,70.5,RevenueCenter_3
2023-01-23 00:00:00,Dinner,5,RevenueCenter_3
2023-01-23 00:00:00,Dinner,70,RevenueCenter_3
2023-01-23 00:00:00,Dinner,53,RevenueCenter_3
2023-01-23 00:00:00,Dinner,0,RevenueCenter_3
2023-01-23 00:00:00,Dinner,50,RevenueCenter_3
2023-01-23 00:00:00,Dinner,105,RevenueCenter_3
2023-01-23 00:00:00,Dinner,40,RevenueCenter_3
2023-01-23 00:00:00,Dinner,40,RevenueCenter_3
2023-01-23 00:00:00,Dinner,26.5,RevenueCenter_3
2023-04-18 00:00:00,Dinner,54,RevenueCenter_7
2023-04-18 00:00:00,Dinner,120,RevenueCenter_6
2023-04-18 00:00:00,Lunch,0,RevenueCenter_6
2023-04-18 00:00:00,Dinner,0,RevenueCenter_6
2023-04-18 00:00:00,Dinner,93,RevenueCenter_6
2023-04-18 00:00:00,Lunch,0,RevenueCenter_3
2023-04-18 00:00:00,Dinner,0,RevenueCenter_6
2023-04-19 00:00:00,Dinner,0,RevenueCenter_8
2023-04-19 00:00:00,Dinner,6000,RevenueCenter_8
2023-04-19 00:00:00,Dinner,1575,RevenueCenter_8
2023-04-19 00:00:00,Dinner,2520,RevenueCenter_8
2023-04-19 00:00:00,Dinner,11400,RevenueCenter_8
2023-04-19 00:00:00,BreakFast,0,RevenueCenter_1
2023-04-19 00:00:00,Lunch,5,RevenueCenter_1
2023-04-19 00:00:00,Lunch,140,RevenueCenter_1
2023-04-19 00:00:00,BreakFast,175,RevenueCenter_1
2023-04-19 00:00:00,BreakFast,0,RevenueCenter_1
2023-04-19 00:00:00,Dinner,70,RevenueCenter_1
2023-04-19 00:00:00,Dinner,165,RevenueCenter_1
2023-04-19 00:00:00,Dinner,1178,RevenueCenter_1
2023-04-19 00:00:00,Dinner,0,RevenueCenter_1
2023-04-19 00:00:00,BreakFast,0,RevenueCenter_1
2023-04-19 00:00:00,Dinner,90,RevenueCenter_1
2023-04-19 00:00:00,Dinner,20,RevenueCenter_1
2023-04-19 00:00:00,Lunch,270,RevenueCenter_1
2023-04-19 00:00:00,Dinner,115,RevenueCenter_1
2023-04-19 00:00:00,Dinner,0,RevenueCenter_1
2023-04-19 00:00:00,Lunch,0,RevenueCenter_1
2023-04-19 00:00:00,Dinner,142,RevenueCenter_1
2023-04-19 00:00:00,Lunch,0,RevenueCenter_1
2023-04-19 00:00:00,Dinner,0,RevenueCenter_1
2023-04-19 00:00:00,BreakFast,32,RevenueCenter_1
2023-04-19 00:00:00,BreakFast,40,RevenueCenter_1
2023-04-19 00:00:00,BreakFast,77,RevenueCenter_1
2023-04-19 00:00:00,Lunch,45,RevenueCenter_9
2023-04-19 00:00:00,BreakFast,45,RevenueCenter_9
2023-04-19 00:00:00,Dinner,0,RevenueCenter_1
2023-04-19 00:00:00,Dinner,0,RevenueCenter_2
2023-04-19 00:00:00,Dinner,35,RevenueCenter_3
2023-04-19 00:00:00,Dinner,165,RevenueCenter_3
2023-04-19 00:00:00,Dinner,54,RevenueCenter_3
2023-04-19 00:00:00,Dinner,226,RevenueCenter_3
2023-04-19 00:00:00,Dinner,40,RevenueCenter_3
2023-04-19 00:00:00,Dinner,1534,RevenueCenter_3
2023-04-19 00:00:00,Dinner,225,RevenueCenter_3
2023-04-19 00:00:00,Dinner,0,RevenueCenter_3
2023-04-19 00:00:00,Dinner,97,RevenueCenter_3
2023-04-19 00:00:00,Dinner,35,RevenueCenter_3
2023-04-19 00:00:00,Dinner,30,RevenueCenter_3
2023-04-19 00:00:00,Dinner,35,RevenueCenter_3
2023-04-19 00:00:00,Dinner,70,RevenueCenter_3
2023-04-19 00:00:00,Dinner,0,RevenueCenter_3
2023-04-19 00:00:00,Dinner,279,RevenueCenter_3
2023-04-19 00:00:00,Dinner,408,RevenueCenter_3
2023-04-19 00:00:00,Dinner,342,RevenueCenter_3
2023-04-19 00:00:00,Dinner,63,RevenueCenter_3
2023-04-19 00:00:00,Dinner,74,RevenueCenter_3
2023-04-19 00:00:00,Dinner,114,RevenueCenter_3
2023-04-19 00:00:00,Dinner,96,RevenueCenter_3
2023-04-19 00:00:00,Dinner,0,RevenueCenter_3
2023-04-19 00:00:00,Dinner,42,RevenueCenter_3
2023-04-19 00:00:00,Dinner,0,RevenueCenter_3
2023-04-19 00:00:00,Dinner,150,RevenueCenter_3
2023-04-19 00:00:00,Dinner,0,RevenueCenter_3
2023-04-19 00:00:00,Dinner,75,RevenueCenter_3
2023-04-19 00:00:00,Dinner,120,RevenueCenter_3
2023-04-19 00:00:00,Dinner,203,RevenueCenter_3
2023-04-19 00:00:00,Lunch,50,RevenueCenter_3
2023-04-19 00:00:00,Lunch,116,RevenueCenter_3
2023-04-19 00:00:00,Dinner,80,RevenueCenter_3
2023-04-19 00:00:00,Lunch,100,RevenueCenter_3
2023-04-19 00:00:00,BreakFast,35,RevenueCenter_3
2023-04-19 00:00:00,Lunch,40,RevenueCenter_3
2023-04-19 00:00:00,Lunch,200,RevenueCenter_3
2023-04-19 00:00:00,Lunch,430,RevenueCenter_3
2023-04-19 00:00:00,BreakFast,70,RevenueCenter_3
2023-04-19 00:00:00,Dinner,210,RevenueCenter_3
2023-04-19 00:00:00,Dinner,750,RevenueCenter_3
2023-04-19 00:00:00,Dinner,215,RevenueCenter_5
2023-04-19 00:00:00,Dinner,95,RevenueCenter_5
2023-04-19 00:00:00,Lunch,75,RevenueCenter_5
2023-04-19 00:00:00,BreakFast,130,RevenueCenter_5
2023-04-19 00:00:00,Lunch,75,RevenueCenter_5
2023-04-19 00:00:00,Lunch,50,RevenueCenter_5
2023-04-19 00:00:00,BreakFast,650,RevenueCenter_5
2023-04-19 00:00:00,BreakFast,130,RevenueCenter_5
2023-04-19 00:00:00,Lunch,0,RevenueCenter_5
2023-04-19 00:00:00,BreakFast,5,RevenueCenter_5
2023-04-19 00:00:00,BreakFast,260,RevenueCenter_5
2023-04-19 00:00:00,BreakFast,130,RevenueCenter_5
2023-04-19 00:00:00,Dinner,40,RevenueCenter_5
2023-04-19 00:00:00,Dinner,40,RevenueCenter_5
2023-04-19 00:00:00,Dinner,40,RevenueCenter_5
2023-04-19 00:00:00,Dinner,186.2,RevenueCenter_5
2023-04-19 00:00:00,Dinner,95,RevenueCenter_5
2023-04-19 00:00:00,Dinner,40,RevenueCenter_5
2023-04-19 00:00:00,Dinner,50,RevenueCenter_5
2023-04-19 00:00:00,Dinner,645,RevenueCenter_5
2023-04-19 00:00:00,Dinner,150,RevenueCenter_5
2023-04-19 00:00:00,Dinner,348,RevenueCenter_5
2023-04-19 00:00:00,Dinner,516,RevenueCenter_5
2023-04-19 00:00:00,Dinner,40,RevenueCenter_5
2023-04-19 00:00:00,Dinner,75,RevenueCenter_5
2023-04-19 00:00:00,Dinner,520,RevenueCenter_5
2023-04-19 00:00:00,Dinner,95,RevenueCenter_5
2023-04-19 00:00:00,Dinner,215,RevenueCenter_5
2023-04-19 00:00:00,Dinner,95,RevenueCenter_5
2023-04-19 00:00:00,Dinner,129,RevenueCenter_5
2023-04-19 00:00:00,Dinner,1055,RevenueCenter_5
2023-04-19 00:00:00,Dinner,250,RevenueCenter_5
2023-04-19 00:00:00,Dinner,750,RevenueCenter_5
2023-04-19 00:00:00,Dinner,250,RevenueCenter_5
2023-04-19 00:00:00,Dinner,186.2,RevenueCenter_5
2023-04-19 00:00:00,Dinner,215,RevenueCenter_5
2023-04-19 00:00:00,Dinner,9900,RevenueCenter_5
2023-04-19 00:00:00,Dinner,186.2,RevenueCenter_5
2023-04-19 00:00:00,Dinner,95,RevenueCenter_5
2023-04-19 00:00:00,Dinner,95,RevenueCenter_5
2023-01-27 00:00:00,Dinner,596,RevenueCenter_5
2023-01-27 00:00:00,Dinner,0,RevenueCenter_3
2023-01-27 00:00:00,Dinner,313,RevenueCenter_3
2023-01-27 00:00:00,Dinner,65,RevenueCenter_1
2023-01-27 00:00:00,Lunch,142,RevenueCenter_1
2023-01-27 00:00:00,Dinner,745,RevenueCenter_5
2023-01-27 00:00:00,Dinner,30,RevenueCenter_1
2023-01-27 00:00:00,Lunch,39.75,RevenueCenter_3
2023-01-27 00:00:00,Dinner,0,RevenueCenter_1
2023-01-27 00:00:00,Dinner,40,RevenueCenter_1
2023-01-27 00:00:00,BreakFast,75,RevenueCenter_1
2023-01-27 00:00:00,Dinner,56,RevenueCenter_1
2023-01-27 00:00:00,Dinner,298,RevenueCenter_5
2023-01-27 00:00:00,Dinner,40,RevenueCenter_5
2023-01-27 00:00:00,Lunch,18840,RevenueCenter_8
2023-01-27 00:00:00,Dinner,51,RevenueCenter_2
2023-01-27 00:00:00,Lunch,134,RevenueCenter_3
2023-01-27 00:00:00,Dinner,150,RevenueCenter_3
2023-01-27 00:00:00,Dinner,252,RevenueCenter_3
2023-01-27 00:00:00,Dinner,315,RevenueCenter_1
2023-01-27 00:00:00,Dinner,150,RevenueCenter_5
2023-01-27 00:00:00,Dinner,220,RevenueCenter_3
2023-01-27 00:00:00,Dinner,498,RevenueCenter_5
2023-01-27 00:00:00,BreakFast,75,RevenueCenter_1
2023-01-27 00:00:00,Lunch,160,RevenueCenter_1
2023-01-27 00:00:00,Dinner,498,RevenueCenter_5
2023-01-27 00:00:00,Dinner,596,RevenueCenter_5
2023-01-27 00:00:00,BreakFast,32,RevenueCenter_1
2023-01-27 00:00:00,BreakFast,35,RevenueCenter_9
2023-01-27 00:00:00,Dinner,40,RevenueCenter_5
2023-01-27 00:00:00,Dinner,115,RevenueCenter_1
2023-01-27 00:00:00,Dinner,120,RevenueCenter_3
2023-01-27 00:00:00,Dinner,538.5,RevenueCenter_3
2023-01-27 00:00:00,Dinner,130,RevenueCenter_1
2023-01-27 00:00:00,Dinner,40,RevenueCenter_3
2023-01-27 00:00:00,Dinner,60,RevenueCenter_1
2023-01-27 00:00:00,Lunch,150,RevenueCenter_5
2023-01-27 00:00:00,Dinner,40,RevenueCenter_5
2023-01-27 00:00:00,BreakFast,35,RevenueCenter_2
2023-01-27 00:00:00,Dinner,40,RevenueCenter_5
2023-01-27 00:00:00,Dinner,298,RevenueCenter_5
2023-01-27 00:00:00,Dinner,249,RevenueCenter_5
2023-01-27 00:00:00,BreakFast,30,RevenueCenter_2
2023-01-27 00:00:00,Lunch,910,RevenueCenter_5
2023-01-27 00:00:00,Dinner,40,RevenueCenter_5
2023-01-27 00:00:00,Dinner,85,RevenueCenter_1
2023-01-27 00:00:00,BreakFast,108,RevenueCenter_1
2023-01-27 00:00:00,Dinner,81,RevenueCenter_1
2023-01-27 00:00:00,Dinner,100,RevenueCenter_1
2023-01-27 00:00:00,Dinner,80,RevenueCenter_9
2023-01-27 00:00:00,Dinner,600,RevenueCenter_5
2023-01-27 00:00:00,Dinner,513,RevenueCenter_3
2023-01-27 00:00:00,Dinner,4800,RevenueCenter_8
2023-01-27 00:00:00,BreakFast,81,RevenueCenter_2
2023-01-27 00:00:00,Dinner,95,RevenueCenter_1
2023-01-27 00:00:00,Dinner,75,RevenueCenter_5
2023-01-27 00:00:00,Dinner,0,RevenueCenter_3
2023-01-27 00:00:00,Dinner,20,RevenueCenter_1
2023-01-27 00:00:00,Dinner,655,RevenueCenter_5
2023-01-27 00:00:00,Dinner,100,RevenueCenter_1
2023-01-27 00:00:00,Dinner,178,RevenueCenter_3
2023-01-27 00:00:00,Dinner,140,RevenueCenter_1
2023-01-27 00:00:00,Dinner,242,RevenueCenter_3
2023-01-27 00:00:00,BreakFast,75,RevenueCenter_1
2023-01-27 00:00:00,Lunch,45,RevenueCenter_3
2023-01-27 00:00:00,Lunch,57.5,RevenueCenter_1
2023-01-27 00:00:00,Dinner,62,RevenueCenter_2
2023-01-27 00:00:00,BreakFast,0,RevenueCenter_5
2023-01-27 00:00:00,Dinner,53,RevenueCenter_3
2023-01-27 00:00:00,BreakFast,30,RevenueCenter_2
2023-01-27 00:00:00,Dinner,225,RevenueCenter_3
2023-01-27 00:00:00,Dinner,115,RevenueCenter_1
2023-01-27 00:00:00,Dinner,40,RevenueCenter_5
2023-01-27 00:00:00,Dinner,298,RevenueCenter_5
2023-01-27 00:00:00,Dinner,149,RevenueCenter_5
2023-01-27 00:00:00,Dinner,80,RevenueCenter_1
2023-01-27 00:00:00,Dinner,40,RevenueCenter_1
2023-01-27 00:00:00,Dinner,40,RevenueCenter_5
2023-01-27 00:00:00,Lunch,90,RevenueCenter_3
2023-01-27 00:00:00,Dinner,110,RevenueCenter_3
2023-01-27 00:00:00,Dinner,226.48,RevenueCenter_5
2023-01-27 00:00:00,Dinner,0,RevenueCenter_4
2023-01-27 00:00:00,Lunch,0,RevenueCenter_5
2023-01-27 00:00:00,Dinner,30,RevenueCenter_3
2023-01-27 00:00:00,Dinner,149,RevenueCenter_5
2023-01-27 00:00:00,Dinner,0,RevenueCenter_3
2023-01-27 00:00:00,Dinner,566,RevenueCenter_5
2023-01-27 00:00:00,Dinner,70,RevenueCenter_3
2023-01-27 00:00:00,Dinner,149,RevenueCenter_5
2023-01-27 00:00:00,Dinner,554,RevenueCenter_3
2023-01-27 00:00:00,BreakFast,20,RevenueCenter_9
